date,cases,tests,cases_per_100k,deaths,covid_patients,covid_ICU,non_covid_ICU,unoccupied_ICU_beds,covid_ventilator,non_covid_ventilator,total_ventilated,covid_beds,non_covid_beds,awaiting_admission,unoccupied_beds,care_homes_outbreaks
2021-10-22,1084,4324,57.24304000675933,11,460,33,56,8,24,34,58,329,2679,258,0,54
2021-10-23,1038,3748,54.81390731274555,6,465,30,53,12,23,30,53,NA,0,0,0,54
2021-10-24,1045,3682,55.18355794009547,3,486,30,49,15,22,28,50,NA,0,0,0,54
2021-10-25,1249,5026,65.95623336572177,5,495,33,53,11,24,24,48,364,2592,252,0,50
2021-10-26,1305,4999,68.91343838452114,4,489,34,57,6,26,23,49,376,2677,250,0,50
2021-10-27,1254,4838,66.22026952811457,7,487,33,56,8,26,23,49,360,2679,253,0,51
2021-10-28,1180,4628,62.31253432470111,6,492,34,56,8,24,25,49,351,2673,245,0,49
2021-10-29,1102,4809,58.193570191373404,10,496,34,54,10,25,28,53,350,2678,239,0,50
2021-10-30,980,4016,51.75108782898906,8,516,32,52,13,23,29,52,NA,0,0,0,50
2021-10-31,949,3695,50.11406362215369,6,524,28,50,14,28,31,59,NA,0,0,0,50
2021-11-01,1270,5425,67.06518524777154,4,518,36,49,10,28,30,58,391,2652,313,0,48
2021-11-02,1191,5155,62.89341388196527,8,513,36,54,6,29,29,58,398,2670,330,0,47
2021-11-03,1202,4886,63.474293439229434,12,504,39,52,7,30,29,59,397,2670,311,0,44
2021-11-04,1189,4691,62.78779941700815,6,507,41,57,2,31,30,61,387,2661,265,0,42
2021-11-05,1084,4436,57.24304000675933,4,509,43,53,5,32,33,65,400,2643,215,0,36
2021-11-06,1021,3767,53.916184360610025,6,506,42,53,9,34,29,63,NA,0,0,0,36
2021-11-07,993,3817,52.437581851210346,7,513,44,58,1,34,32,66,NA,0,0,0,36
2021-11-08,1553,6035,82.00963203920409,7,506,44,53,5,31,31,62,391,2637,265,0,38
2021-11-09,1606,5952,84.80841536056778,8,508,39,59,8,28,36,64,409,2634,232,0,36
2021-11-10,1466,5763,77.41540281356934,6,511,36,60,9,28,33,61,401,2664,244,0,38
2021-11-11,1531,5403,80.84787292467577,5,495,37,60,11,30,30,60,390,2643,198,0,38
2021-11-12,1326,5152,70.02239026657091,4,499,34,63,7,27,33,60,404,2600,241,0,40
2021-11-13,1347,4630,71.13134214862067,4,515,36,60,6,27,32,59,NA,0,0,0,40
2021-11-14,1432,5127,75.6199569092983,3,525,33,63,8,25,31,56,NA,0,0,0,40
2021-11-15,1886,7599,99.59444045456466,6,505,37,60,5,28,30,58,452,2589,284,0,42
2021-11-16,1763,7109,93.09915085970174,12,492,35,58,10,26,33,59,426,2620,233,0,34
2021-11-17,1731,6795,91.40931942038782,5,484,33,60,12,26,34,60,430,2596,217,0,33
2021-11-18,1718,6836,90.72282539816653,9,471,34,56,13,22,33,55,408,2615,228,0,32
2021-11-19,1683,6325,88.87457226141693,2,457,33,56,14,21,34,55,393,2620,218,0,33
2021-11-20,1410,5663,74.45819779476997,9,458,34,53,15,22,32,54,NA,0,0,0,33
2021-11-21,1452,5511,76.6761015588695,3,468,35,50,18,25,28,53,NA,0,0,0,33
2021-11-22,1891,8059,99.85847661695746,4,458,36,52,15,26,26,52,374,2631,248,0,35
2021-11-23,1818,7950,96.00354864602255,7,453,33,55,11,25,28,53,364,2661,287,0,30
2021-11-24,1680,7759,88.71615056398124,4,447,36,52,11,25,26,51,371,2649,256,0,31
2021-11-25,1626,7000,85.86456001013899,9,420,35,53,9,24,30,54,355,2660,211,0,33
2021-11-26,1441,6526,76.09522200160534,3,406,33,47,14,22,25,47,318,2665,163,6,33
2021-11-27,1377,5859,72.71555912297748,3,399,33,45,15,25,26,51,NA,0,0,0,33
2021-11-28,1496,6043,78.99961978792615,5,412,31,51,12,27,28,55,NA,0,0,0,33
2021-11-29,2021,9282,106.7234168391703,2,395,28,49,17,24,23,47,305,2681,244,0,32
2021-11-30,1999,9299,105.56165772464196,2,391,29,60,6,23,24,47,281,2724,266,0,31
2021-12-01,2024,9723,106.88183853660598,2,381,30,50,12,24,22,46,280,2756,261,0,32
2021-12-02,1938,9592,102.34041654344978,4,390,30,45,14,28,19,47,272,2726,226,0,34
2021-12-03,1617,9427,85.38929491783195,6,387,30,47,13,28,22,50,271,2750,221,0,36
2021-12-04,1423,8015,75.144691816991255,7,389,30,45,10,26,28,54,NA,0,0,0,36
2021-12-05,1526,7089,80.58383676228297,2,404,31,52,9,25,29,54,NA,0,0,0,36
2021-12-06,1913,10033,101.02023573148578,5,406,34,53,6,28,28,56,285,2741,282,0,37
2021-12-07,1834,9763,96.84846436567952,5,402,35,51,5,28,34,62,290,2780,272,0,32
2021-12-08,1925,10530,101.65392252122851,3,399,38,48,6,34,30,64,291,2753,268,0,32
2021-12-09,1751,9848,92.46546406995901,4,379,38,49,11,30,26,56,286,2734,284,0,35
2021-12-10,1519,9877,80.21418613493304,2,365,40,45,11,31,29,60,275,2749,259,0,35
2021-12-11,1456,9487,76.88733048878375,3,377,35,49,11,30,26,56,NA,0,0,0,35
2021-12-12,1428,8478,75.40872797938405,3,386,36,49,11,32,29,61,NA,0,0,0,35
2021-12-13,1951,12198,103.02691056567107,3,383,32,53,11,29,35,64,283,2760,314,0,35
2021-12-14,2254,13347,119.02750200667484,5,364,31,60,6,27,38,65,281,2809,299,0,35
2021-12-15,2240,14012,118.288200751975,6,364,32,58,8,27,36,63,264,2804,294,0,32
2021-12-16,2045,14240,107.99079041865573,3,362,32,64,2,25,36,61,270,2780,230,0,32
2021-12-17,1860,15826,98.22145241012208,5,345,34,58,5,24,28,52,255,2779,188,0,32
2021-12-18,2005,15833,105.87850111951334,2,338,34,49,8,23,23,46,NA,0,0,0,32
2021-12-19,2110,12826,111.42326052976216,1,346,33,49,10,24,24,48,NA,0,0,0,32
2021-12-20,2709,16477,143.05479278441976,4,327,34,49,14,23,22,45,248,2740,271,0,41
2021-12-21,3726,18724,196.75974821511556,2,321,34,48,15,26,29,55,232,2758,221,0,43
2021-12-22,4374,20499,230.9788348612226,1,325,34,50,10,26,23,49,225,2743,199,0,41
2021-12-23,4431,21082,233.98884711250054,3,316,34,54,10,26,26,52,239,2656,160,59,41
2021-12-24,4468,16120,235.94271471420728,0,306,34,48,14,25,28,53,235,2563,94,199,41
2021-12-25,2619,8319,138.30214186134933,4,315,38,41,8,28,24,52,NA,0,0,0,41
2021-12-26,3387,13264,178.8580964048836,2,330,34,47,4,25,25,50,NA,0,0,0,41
2021-12-27,7319,24469,386.4961345105826,3,364,33,47,15,26,26,52,NA,0,0,0,41
2021-12-28,8327,27348,439.72582484897134,4,375,32,46,17,25,25,50,NA,0,0,0,41
2021-12-29,8635,27013,455.9904524523679,4,385,35,50,11,29,28,57,263,2661,267,0,87
2021-12-30,8457,23561,446.5907650711842,0,390,32,56,6,24,34,58,284,2696,291,0,97
2021-12-31,8251,26389,435.71247518060073,3,391,34,54,7,25,31,56,319,2677,293,0,112
2022-01-01,5811,16927,306.8628279329137,4,407,31,53,10,25,30,55,NA,0,0,0,112
2022-01-02,7216,22324,381.0569895652909,4,420,31,52,12,25,32,57,NA,0,0,0,112
2022-01-03,6822,24860,360.2509399687381,3,435,31,54,10,26,31,57,NA,0,0,0,112
2022-01-04,5058,22822,267.09898187655784,5,403,31,58,6,25,31,56,347,2693,365,0,164
2022-01-05,NA,NA,NA,NA,NA,32,55,8,24,35,59,NA,NA,NA,NA,168
