date,area,cases,tests,deaths
2021-05-10,Ards and North Down,3,155,0
2021-05-11,Ards and North Down,0,101,0
2021-05-12,Ards and North Down,1,106,0
2021-05-13,Ards and North Down,2,112,0
2021-05-14,Ards and North Down,0,65,0
2021-05-15,Ards and North Down,0,57,0
2021-05-16,Ards and North Down,0,66,0
2021-05-17,Ards and North Down,1,228,0
2021-05-18,Ards and North Down,0,133,0
2021-05-19,Ards and North Down,1,96,0
2021-05-20,Ards and North Down,0,104,0
2021-05-21,Ards and North Down,0,64,0
2021-05-22,Ards and North Down,0,71,0
2021-05-23,Ards and North Down,1,76,0
2021-05-24,Ards and North Down,3,110,0
2021-05-25,Ards and North Down,2,105,0
2021-05-26,Ards and North Down,1,97,0
2021-05-27,Ards and North Down,0,86,0
2021-05-28,Ards and North Down,6,45,0
2021-05-29,Ards and North Down,3,54,0
2021-05-30,Ards and North Down,1,70,0
2021-05-31,Ards and North Down,3,74,0
2021-06-01,Ards and North Down,1,102,0
2021-06-02,Ards and North Down,1,105,0
2021-06-03,Ards and North Down,4,85,0
2021-06-04,Ards and North Down,1,80,0
2021-06-05,Ards and North Down,4,87,0
2021-06-06,Ards and North Down,1,78,0
2021-06-07,Ards and North Down,3,113,0
2021-06-08,Ards and North Down,1,82,0
2021-06-09,Ards and North Down,4,102,0
2021-06-10,Ards and North Down,11,107,0
2021-06-11,Ards and North Down,1,61,0
2021-06-12,Ards and North Down,2,75,0
2021-06-13,Ards and North Down,4,62,0
2021-06-14,Ards and North Down,4,133,0
2021-06-15,Ards and North Down,3,108,0
2021-06-16,Ards and North Down,3,108,0
2021-06-17,Ards and North Down,3,138,0
2021-06-18,Ards and North Down,4,74,0
2021-06-19,Ards and North Down,4,88,0
2021-06-20,Ards and North Down,2,109,0
2021-06-21,Ards and North Down,5,148,0
2021-06-22,Ards and North Down,7,132,0
2021-06-23,Ards and North Down,4,191,0
2021-06-24,Ards and North Down,6,142,0
2021-06-25,Ards and North Down,15,88,0
2021-06-26,Ards and North Down,25,111,0
2021-06-27,Ards and North Down,16,133,0
2021-06-28,Ards and North Down,25,200,0
2021-06-29,Ards and North Down,13,169,0
2021-06-30,Ards and North Down,20,157,0
2021-07-01,Ards and North Down,21,152,0
2021-07-02,Ards and North Down,24,134,0
2021-07-03,Ards and North Down,19,121,0
2021-07-04,Ards and North Down,19,112,0
2021-07-05,Ards and North Down,42,224,0
2021-07-06,Ards and North Down,36,251,0
2021-07-07,Ards and North Down,44,218,0
2021-07-08,Ards and North Down,50,230,0
2021-07-09,Ards and North Down,63,214,0
2021-07-10,Ards and North Down,38,153,0
2021-07-11,Ards and North Down,41,136,0
2021-07-12,Ards and North Down,28,135,0
2021-07-13,Ards and North Down,58,248,0
2021-07-14,Ards and North Down,67,255,0
2021-07-15,Ards and North Down,102,352,0
2021-07-16,Ards and North Down,103,293,0
2021-07-17,Ards and North Down,74,230,0
2021-07-18,Ards and North Down,68,218,0
2021-07-19,Ards and North Down,113,320,0
2021-07-20,Ards and North Down,93,342,0
2021-07-21,Ards and North Down,98,309,0
2021-07-22,Ards and North Down,81,250,0
2021-07-23,Ards and North Down,74,208,0
2021-07-24,Ards and North Down,77,217,0
2021-07-25,Ards and North Down,70,232,0
2021-07-26,Ards and North Down,82,329,0
2021-07-27,Ards and North Down,75,319,0
2021-07-28,Ards and North Down,81,297,0
2021-07-29,Ards and North Down,93,305,0
2021-07-30,Ards and North Down,51,225,0
2021-07-31,Ards and North Down,51,190,0
2021-08-01,Ards and North Down,53,204,0
2021-08-02,Ards and North Down,86,301,0
2021-08-03,Ards and North Down,89,306,0
2021-08-04,Ards and North Down,84,259,0
2021-08-05,Ards and North Down,96,306,0
2021-08-06,Ards and North Down,80,278,2
2021-08-07,Ards and North Down,77,215,0
2021-08-08,Ards and North Down,57,243,0
2021-08-09,Ards and North Down,107,393,0
2021-08-10,Ards and North Down,102,370,0
2021-08-11,Ards and North Down,76,312,0
2021-08-12,Ards and North Down,91,306,0
2021-08-13,Ards and North Down,71,254,0
2021-08-14,Ards and North Down,91,256,1
2021-08-15,Ards and North Down,77,207,0
2021-08-16,Ards and North Down,105,336,0
2021-08-17,Ards and North Down,96,344,0
2021-08-18,Ards and North Down,100,302,0
2021-08-19,Ards and North Down,80,331,1
2021-08-20,Ards and North Down,61,237,0
2021-08-21,Ards and North Down,81,216,0
2021-08-22,Ards and North Down,66,208,0
2021-08-23,Ards and North Down,90,349,0
2021-08-24,Ards and North Down,100,299,1
2021-08-25,Ards and North Down,88,302,1
2021-08-26,Ards and North Down,102,339,0
2021-08-27,Ards and North Down,81,355,0
2021-08-28,Ards and North Down,71,237,1
2021-08-29,Ards and North Down,81,265,1
2021-08-30,Ards and North Down,97,340,0
2021-08-31,Ards and North Down,95,355,0
2021-09-01,Ards and North Down,83,347,2
2021-09-02,Ards and North Down,64,298,1
2021-09-03,Ards and North Down,67,440,0
2021-09-04,Ards and North Down,57,423,0
2021-09-05,Ards and North Down,69,319,1
2021-09-06,Ards and North Down,117,535,0
2021-09-07,Ards and North Down,97,564,0
2021-09-08,Ards and North Down,90,512,1
2021-09-09,Ards and North Down,89,659,0
2021-09-10,Ards and North Down,116,678,0
2021-09-11,Ards and North Down,66,477,0
2021-09-12,Ards and North Down,69,332,0
2021-09-13,Ards and North Down,97,496,0
2021-09-14,Ards and North Down,89,453,1
2021-09-15,Ards and North Down,67,417,0
2021-09-16,Ards and North Down,70,371,0
2021-09-17,Ards and North Down,62,330,0
2021-09-18,Ards and North Down,58,277,1
2021-09-19,Ards and North Down,61,297,0
2021-09-20,Ards and North Down,87,438,0
2021-09-21,Ards and North Down,98,404,0
2021-09-22,Ards and North Down,83,406,1
2021-09-23,Ards and North Down,88,401,0
2021-09-24,Ards and North Down,101,495,2
2021-09-25,Ards and North Down,71,303,0
2021-09-26,Ards and North Down,69,276,0
2021-09-27,Ards and North Down,112,439,1
2021-09-28,Ards and North Down,93,367,0
2021-09-29,Ards and North Down,86,360,1
2021-09-30,Ards and North Down,65,332,0
2021-10-01,Ards and North Down,82,323,0
2021-10-02,Ards and North Down,65,271,0
2021-10-03,Ards and North Down,73,257,0
2021-10-04,Ards and North Down,100,367,0
2021-10-05,Ards and North Down,100,400,0
2021-10-06,Ards and North Down,89,332,1
2021-10-07,Ards and North Down,116,340,0
2021-10-08,Ards and North Down,80,295,0
2021-10-09,Ards and North Down,90,284,1
2021-10-10,Ards and North Down,71,276,0
2021-10-11,Ards and North Down,99,400,0
2021-10-12,Ards and North Down,115,413,0
2021-10-13,Ards and North Down,110,408,2
2021-10-14,Ards and North Down,147,479,0
2021-10-15,Ards and North Down,82,311,0
2021-10-16,Ards and North Down,79,284,1
2021-10-17,Ards and North Down,92,289,1
2021-10-18,Ards and North Down,101,455,1
2021-10-19,Ards and North Down,135,484,0
2021-10-20,Ards and North Down,113,368,0
2021-10-21,Ards and North Down,98,379,0
2021-10-22,Ards and North Down,91,320,1
2021-10-23,Ards and North Down,85,296,1
2021-10-24,Ards and North Down,83,261,0
2021-10-25,Ards and North Down,98,367,0
2021-10-26,Ards and North Down,130,467,1
2021-10-27,Ards and North Down,115,378,0
2021-10-28,Ards and North Down,122,420,0
2021-10-29,Ards and North Down,99,373,1
2021-10-30,Ards and North Down,94,335,0
2021-10-31,Ards and North Down,72,296,0
2021-11-01,Ards and North Down,126,431,1
2021-11-02,Ards and North Down,135,439,0
2021-11-03,Ards and North Down,118,405,2
2021-11-04,Ards and North Down,113,436,0
2021-11-05,Ards and North Down,97,292,0
2021-11-06,Ards and North Down,91,320,1
2021-11-07,Ards and North Down,98,309,1
2021-11-08,Ards and North Down,139,495,1
2021-11-09,Ards and North Down,157,490,0
2021-11-10,Ards and North Down,119,476,1
2021-11-11,Ards and North Down,145,423,0
2021-11-12,Ards and North Down,120,386,1
2021-11-13,Ards and North Down,110,361,1
2021-11-14,Ards and North Down,120,401,1
2021-11-15,Ards and North Down,144,544,2
2021-11-16,Ards and North Down,143,554,3
2021-11-17,Ards and North Down,155,501,0
2021-11-18,Ards and North Down,124,501,0
2021-11-19,Ards and North Down,131,395,0
2021-11-20,Ards and North Down,132,445,1
2021-11-21,Ards and North Down,123,421,1
2021-11-22,Ards and North Down,163,556,0
2021-11-23,Ards and North Down,156,599,1
2021-11-24,Ards and North Down,120,532,1
2021-11-25,Ards and North Down,149,576,1
2021-11-26,Ards and North Down,143,463,0
2021-11-27,Ards and North Down,124,426,1
2021-11-28,Ards and North Down,107,419,0
2021-11-29,Ards and North Down,173,697,0
2021-11-30,Ards and North Down,154,672,0
2021-12-01,Ards and North Down,145,669,0
2021-12-02,Ards and North Down,177,662,0
2021-12-03,Ards and North Down,123,648,0
2021-12-04,Ards and North Down,124,579,0
2021-12-05,Ards and North Down,142,550,0
2021-12-06,Ards and North Down,172,727,0
2021-12-07,Ards and North Down,171,745,1
2021-12-08,Ards and North Down,218,886,0
2021-12-09,Ards and North Down,167,745,0
2021-12-10,Ards and North Down,149,713,0
2021-12-11,Ards and North Down,135,749,1
2021-12-12,Ards and North Down,139,653,0
2021-12-13,Ards and North Down,200,873,0
2021-12-14,Ards and North Down,241,980,0
2021-12-15,Ards and North Down,232,1100,0
2021-12-16,Ards and North Down,178,1029,2
2021-12-17,Ards and North Down,163,1010,1
2021-12-18,Ards and North Down,201,1066,0
2021-12-19,Ards and North Down,171,877,0
2021-12-20,Ards and North Down,259,1279,0
2021-12-21,Ards and North Down,308,1328,0
2021-12-22,Ards and North Down,380,1492,1
2021-12-23,Ards and North Down,338,1455,0
2021-12-24,Ards and North Down,373,1187,0
2021-12-25,Ards and North Down,198,601,0
2021-12-26,Ards and North Down,257,829,0
2021-12-27,Ards and North Down,537,1637,0
2021-12-28,Ards and North Down,572,1691,0
2021-12-29,Ards and North Down,420,1235,0
2021-12-30,Ards and North Down,559,1393,0
2021-12-31,Ards and North Down,511,1320,1
2022-01-01,Ards and North Down,330,729,0
2022-01-02,Ards and North Down,415,1024,1
2022-01-03,Ards and North Down,425,1126,0
2022-01-04,Ards and North Down,508,1391,0
2022-01-05,Ards and North Down,468,1164,0
2022-01-06,Ards and North Down,266,901,1
2022-01-07,Ards and North Down,197,716,0
2022-01-08,Ards and North Down,185,674,0
2022-01-09,Ards and North Down,196,660,0
2022-01-10,Ards and North Down,263,858,0
2022-01-11,Ards and North Down,248,698,0
2022-01-12,Ards and North Down,262,747,0
2022-01-13,Ards and North Down,237,790,0
2022-01-14,Ards and North Down,199,760,0
2022-01-15,Ards and North Down,213,900,0
2022-01-16,Ards and North Down,275,818,0
2022-01-17,Ards and North Down,361,1012,0
2022-01-18,Ards and North Down,348,1055,0
2022-01-19,Ards and North Down,355,1053,0
2022-01-20,Ards and North Down,413,1431,1
2022-01-21,Ards and North Down,310,1185,0
2022-01-22,Ards and North Down,347,1299,0
2022-01-23,Ards and North Down,434,1363,0
2022-01-24,Ards and North Down,516,1941,1
2022-01-25,Ards and North Down,527,1942,0
2022-01-26,Ards and North Down,462,2284,0
2020-01-05,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-06,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-07,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-08,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-09,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-10,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-11,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-12,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-13,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-14,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-15,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-16,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-17,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-18,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-19,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-20,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-21,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-22,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-23,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-24,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-25,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-26,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-27,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-28,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-29,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-30,"Armagh City, Banbridge and Craigavon",0,0,0
2020-01-31,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-01,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-02,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-03,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-04,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-05,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-06,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-07,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-08,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-09,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-10,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-11,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-12,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-13,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-14,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-15,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-16,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-17,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-18,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-19,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-20,"Armagh City, Banbridge and Craigavon",0,1,0
2020-02-21,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-22,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-23,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-24,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-25,"Armagh City, Banbridge and Craigavon",0,0,0
2020-02-26,"Armagh City, Banbridge and Craigavon",0,2,0
2020-02-27,"Armagh City, Banbridge and Craigavon",0,3,0
2020-02-28,"Armagh City, Banbridge and Craigavon",0,4,0
2020-02-29,"Armagh City, Banbridge and Craigavon",0,1,0
2020-03-01,"Armagh City, Banbridge and Craigavon",0,1,0
2020-03-02,"Armagh City, Banbridge and Craigavon",0,0,0
2020-03-03,"Armagh City, Banbridge and Craigavon",0,7,0
2020-03-04,"Armagh City, Banbridge and Craigavon",0,3,0
2020-03-05,"Armagh City, Banbridge and Craigavon",1,2,0
2020-03-06,"Armagh City, Banbridge and Craigavon",2,7,0
2020-03-07,"Armagh City, Banbridge and Craigavon",2,3,0
2020-03-08,"Armagh City, Banbridge and Craigavon",3,8,0
2020-03-09,"Armagh City, Banbridge and Craigavon",0,7,0
2020-03-10,"Armagh City, Banbridge and Craigavon",0,32,0
2020-03-11,"Armagh City, Banbridge and Craigavon",0,19,0
2020-03-12,"Armagh City, Banbridge and Craigavon",1,12,0
2020-03-13,"Armagh City, Banbridge and Craigavon",0,2,0
2020-03-14,"Armagh City, Banbridge and Craigavon",0,5,0
2020-03-15,"Armagh City, Banbridge and Craigavon",0,6,0
2020-03-16,"Armagh City, Banbridge and Craigavon",0,4,0
2020-03-17,"Armagh City, Banbridge and Craigavon",0,10,0
2020-03-18,"Armagh City, Banbridge and Craigavon",1,10,0
2020-03-19,"Armagh City, Banbridge and Craigavon",1,9,0
2020-03-20,"Armagh City, Banbridge and Craigavon",2,8,0
2020-03-21,"Armagh City, Banbridge and Craigavon",1,11,1
2020-03-22,"Armagh City, Banbridge and Craigavon",0,3,0
2020-03-23,"Armagh City, Banbridge and Craigavon",4,12,0
2020-03-24,"Armagh City, Banbridge and Craigavon",4,15,0
2020-03-25,"Armagh City, Banbridge and Craigavon",9,18,0
2020-03-26,"Armagh City, Banbridge and Craigavon",5,20,0
2020-03-27,"Armagh City, Banbridge and Craigavon",5,19,0
2020-03-28,"Armagh City, Banbridge and Craigavon",10,22,2
2020-03-29,"Armagh City, Banbridge and Craigavon",2,5,1
2020-03-30,"Armagh City, Banbridge and Craigavon",13,24,0
2020-03-31,"Armagh City, Banbridge and Craigavon",4,13,0
2020-04-01,"Armagh City, Banbridge and Craigavon",7,20,1
2020-04-02,"Armagh City, Banbridge and Craigavon",18,21,0
2020-04-03,"Armagh City, Banbridge and Craigavon",3,20,2
2020-04-04,"Armagh City, Banbridge and Craigavon",9,18,0
2020-04-05,"Armagh City, Banbridge and Craigavon",1,5,0
2020-04-06,"Armagh City, Banbridge and Craigavon",9,22,1
2020-04-07,"Armagh City, Banbridge and Craigavon",12,24,1
2020-04-08,"Armagh City, Banbridge and Craigavon",9,26,0
2020-04-09,"Armagh City, Banbridge and Craigavon",7,30,3
2020-04-10,"Armagh City, Banbridge and Craigavon",11,26,0
2020-04-11,"Armagh City, Banbridge and Craigavon",11,26,2
2020-04-12,"Armagh City, Banbridge and Craigavon",5,14,2
2020-04-13,"Armagh City, Banbridge and Craigavon",11,19,1
2020-04-14,"Armagh City, Banbridge and Craigavon",20,30,1
2020-04-15,"Armagh City, Banbridge and Craigavon",21,43,3
2020-04-16,"Armagh City, Banbridge and Craigavon",20,39,2
2020-04-17,"Armagh City, Banbridge and Craigavon",20,33,1
2020-04-18,"Armagh City, Banbridge and Craigavon",5,15,1
2020-04-19,"Armagh City, Banbridge and Craigavon",7,17,1
2020-04-20,"Armagh City, Banbridge and Craigavon",13,34,1
2020-04-21,"Armagh City, Banbridge and Craigavon",21,40,1
2020-04-22,"Armagh City, Banbridge and Craigavon",9,21,1
2020-04-23,"Armagh City, Banbridge and Craigavon",6,23,1
2020-04-24,"Armagh City, Banbridge and Craigavon",11,28,1
2020-04-25,"Armagh City, Banbridge and Craigavon",14,30,3
2020-04-26,"Armagh City, Banbridge and Craigavon",5,20,2
2020-04-27,"Armagh City, Banbridge and Craigavon",12,45,0
2020-04-28,"Armagh City, Banbridge and Craigavon",6,27,1
2020-04-29,"Armagh City, Banbridge and Craigavon",6,28,4
2020-04-30,"Armagh City, Banbridge and Craigavon",11,41,1
2020-05-01,"Armagh City, Banbridge and Craigavon",14,40,0
2020-05-02,"Armagh City, Banbridge and Craigavon",11,36,0
2020-05-03,"Armagh City, Banbridge and Craigavon",5,37,2
2020-05-04,"Armagh City, Banbridge and Craigavon",8,51,4
2020-05-05,"Armagh City, Banbridge and Craigavon",15,54,0
2020-05-06,"Armagh City, Banbridge and Craigavon",21,82,1
2020-05-07,"Armagh City, Banbridge and Craigavon",29,84,1
2020-05-08,"Armagh City, Banbridge and Craigavon",13,54,0
2020-05-09,"Armagh City, Banbridge and Craigavon",8,44,2
2020-05-10,"Armagh City, Banbridge and Craigavon",7,36,0
2020-05-11,"Armagh City, Banbridge and Craigavon",19,86,0
2020-05-12,"Armagh City, Banbridge and Craigavon",23,77,0
2020-05-13,"Armagh City, Banbridge and Craigavon",14,83,0
2020-05-14,"Armagh City, Banbridge and Craigavon",19,92,1
2020-05-15,"Armagh City, Banbridge and Craigavon",9,76,1
2020-05-16,"Armagh City, Banbridge and Craigavon",2,52,0
2020-05-17,"Armagh City, Banbridge and Craigavon",2,34,0
2020-05-18,"Armagh City, Banbridge and Craigavon",13,66,0
2020-05-19,"Armagh City, Banbridge and Craigavon",9,67,0
2020-05-20,"Armagh City, Banbridge and Craigavon",8,81,0
2020-05-21,"Armagh City, Banbridge and Craigavon",9,61,1
2020-05-22,"Armagh City, Banbridge and Craigavon",6,50,1
2020-05-23,"Armagh City, Banbridge and Craigavon",13,43,0
2020-05-24,"Armagh City, Banbridge and Craigavon",4,32,0
2020-05-25,"Armagh City, Banbridge and Craigavon",4,43,0
2020-05-26,"Armagh City, Banbridge and Craigavon",2,73,0
2020-05-27,"Armagh City, Banbridge and Craigavon",10,54,0
2020-05-28,"Armagh City, Banbridge and Craigavon",2,32,1
2020-05-29,"Armagh City, Banbridge and Craigavon",0,39,0
2020-05-30,"Armagh City, Banbridge and Craigavon",0,26,1
2020-05-31,"Armagh City, Banbridge and Craigavon",2,27,1
2020-06-01,"Armagh City, Banbridge and Craigavon",4,60,0
2020-06-02,"Armagh City, Banbridge and Craigavon",4,51,0
2020-06-03,"Armagh City, Banbridge and Craigavon",2,51,0
2020-06-04,"Armagh City, Banbridge and Craigavon",1,60,0
2020-06-05,"Armagh City, Banbridge and Craigavon",2,57,0
2020-06-06,"Armagh City, Banbridge and Craigavon",1,34,0
2020-06-07,"Armagh City, Banbridge and Craigavon",0,33,0
2020-06-08,"Armagh City, Banbridge and Craigavon",0,45,0
2020-06-09,"Armagh City, Banbridge and Craigavon",0,41,0
2020-06-10,"Armagh City, Banbridge and Craigavon",1,43,0
2020-06-11,"Armagh City, Banbridge and Craigavon",1,38,0
2020-06-12,"Armagh City, Banbridge and Craigavon",1,43,0
2020-06-13,"Armagh City, Banbridge and Craigavon",0,33,0
2020-06-14,"Armagh City, Banbridge and Craigavon",1,36,0
2020-06-15,"Armagh City, Banbridge and Craigavon",1,46,0
2020-06-16,"Armagh City, Banbridge and Craigavon",0,46,0
2020-06-17,"Armagh City, Banbridge and Craigavon",0,39,0
2020-06-18,"Armagh City, Banbridge and Craigavon",0,43,0
2020-06-19,"Armagh City, Banbridge and Craigavon",0,30,0
2020-06-20,"Armagh City, Banbridge and Craigavon",0,32,0
2020-06-21,"Armagh City, Banbridge and Craigavon",0,47,0
2020-06-22,"Armagh City, Banbridge and Craigavon",0,58,0
2020-06-23,"Armagh City, Banbridge and Craigavon",0,63,0
2020-06-24,"Armagh City, Banbridge and Craigavon",0,123,0
2020-06-25,"Armagh City, Banbridge and Craigavon",0,94,0
2020-06-26,"Armagh City, Banbridge and Craigavon",0,31,0
2020-06-27,"Armagh City, Banbridge and Craigavon",0,29,0
2020-06-28,"Armagh City, Banbridge and Craigavon",1,27,0
2020-06-29,"Armagh City, Banbridge and Craigavon",0,43,0
2020-06-30,"Armagh City, Banbridge and Craigavon",0,41,0
2020-07-01,"Armagh City, Banbridge and Craigavon",0,36,0
2020-07-02,"Armagh City, Banbridge and Craigavon",0,30,0
2020-07-03,"Armagh City, Banbridge and Craigavon",0,41,0
2020-07-04,"Armagh City, Banbridge and Craigavon",0,34,0
2020-07-05,"Armagh City, Banbridge and Craigavon",0,36,0
2020-07-06,"Armagh City, Banbridge and Craigavon",0,67,0
2020-07-07,"Armagh City, Banbridge and Craigavon",0,58,0
2020-07-08,"Armagh City, Banbridge and Craigavon",0,43,0
2020-07-09,"Armagh City, Banbridge and Craigavon",1,46,0
2020-07-10,"Armagh City, Banbridge and Craigavon",1,40,0
2020-07-11,"Armagh City, Banbridge and Craigavon",0,26,0
2020-07-12,"Armagh City, Banbridge and Craigavon",0,30,0
2020-07-13,"Armagh City, Banbridge and Craigavon",0,28,0
2020-07-14,"Armagh City, Banbridge and Craigavon",1,47,0
2020-07-15,"Armagh City, Banbridge and Craigavon",1,35,0
2020-07-16,"Armagh City, Banbridge and Craigavon",0,34,0
2020-07-17,"Armagh City, Banbridge and Craigavon",0,46,0
2020-07-18,"Armagh City, Banbridge and Craigavon",1,45,0
2020-07-19,"Armagh City, Banbridge and Craigavon",0,26,0
2020-07-20,"Armagh City, Banbridge and Craigavon",0,65,0
2020-07-21,"Armagh City, Banbridge and Craigavon",1,46,0
2020-07-22,"Armagh City, Banbridge and Craigavon",1,55,0
2020-07-23,"Armagh City, Banbridge and Craigavon",0,45,0
2020-07-24,"Armagh City, Banbridge and Craigavon",2,66,0
2020-07-25,"Armagh City, Banbridge and Craigavon",0,52,0
2020-07-26,"Armagh City, Banbridge and Craigavon",0,40,0
2020-07-27,"Armagh City, Banbridge and Craigavon",0,71,0
2020-07-28,"Armagh City, Banbridge and Craigavon",1,70,0
2020-07-29,"Armagh City, Banbridge and Craigavon",1,43,0
2020-07-30,"Armagh City, Banbridge and Craigavon",0,31,0
2020-07-31,"Armagh City, Banbridge and Craigavon",2,59,0
2020-08-01,"Armagh City, Banbridge and Craigavon",1,39,0
2020-08-02,"Armagh City, Banbridge and Craigavon",0,28,0
2020-08-03,"Armagh City, Banbridge and Craigavon",1,83,0
2020-08-04,"Armagh City, Banbridge and Craigavon",0,66,0
2020-08-05,"Armagh City, Banbridge and Craigavon",2,72,0
2020-08-06,"Armagh City, Banbridge and Craigavon",0,98,0
2020-08-07,"Armagh City, Banbridge and Craigavon",2,99,0
2020-08-08,"Armagh City, Banbridge and Craigavon",0,41,0
2020-08-09,"Armagh City, Banbridge and Craigavon",0,43,0
2020-08-10,"Armagh City, Banbridge and Craigavon",2,86,0
2020-08-11,"Armagh City, Banbridge and Craigavon",1,123,0
2020-08-12,"Armagh City, Banbridge and Craigavon",3,105,0
2020-08-13,"Armagh City, Banbridge and Craigavon",1,92,0
2020-08-14,"Armagh City, Banbridge and Craigavon",3,107,0
2020-08-15,"Armagh City, Banbridge and Craigavon",1,75,0
2020-08-16,"Armagh City, Banbridge and Craigavon",0,44,0
2020-08-17,"Armagh City, Banbridge and Craigavon",1,97,0
2020-08-18,"Armagh City, Banbridge and Craigavon",3,119,0
2020-08-19,"Armagh City, Banbridge and Craigavon",2,157,0
2020-08-20,"Armagh City, Banbridge and Craigavon",1,90,0
2020-08-21,"Armagh City, Banbridge and Craigavon",2,121,0
2020-08-22,"Armagh City, Banbridge and Craigavon",3,78,0
2020-08-23,"Armagh City, Banbridge and Craigavon",2,77,0
2020-08-24,"Armagh City, Banbridge and Craigavon",4,138,0
2020-08-25,"Armagh City, Banbridge and Craigavon",4,138,0
2020-08-26,"Armagh City, Banbridge and Craigavon",9,200,0
2020-08-27,"Armagh City, Banbridge and Craigavon",20,174,0
2020-08-28,"Armagh City, Banbridge and Craigavon",9,250,0
2020-08-29,"Armagh City, Banbridge and Craigavon",12,217,0
2020-08-30,"Armagh City, Banbridge and Craigavon",7,205,0
2020-08-31,"Armagh City, Banbridge and Craigavon",7,211,0
2020-09-01,"Armagh City, Banbridge and Craigavon",5,266,0
2020-09-02,"Armagh City, Banbridge and Craigavon",6,274,0
2020-09-03,"Armagh City, Banbridge and Craigavon",11,242,2
2020-09-04,"Armagh City, Banbridge and Craigavon",22,221,0
2020-09-05,"Armagh City, Banbridge and Craigavon",13,163,0
2020-09-06,"Armagh City, Banbridge and Craigavon",9,131,0
2020-09-07,"Armagh City, Banbridge and Craigavon",6,210,2
2020-09-08,"Armagh City, Banbridge and Craigavon",6,193,0
2020-09-09,"Armagh City, Banbridge and Craigavon",12,241,0
2020-09-10,"Armagh City, Banbridge and Craigavon",11,201,0
2020-09-11,"Armagh City, Banbridge and Craigavon",9,177,1
2020-09-12,"Armagh City, Banbridge and Craigavon",12,146,0
2020-09-13,"Armagh City, Banbridge and Craigavon",16,150,0
2020-09-14,"Armagh City, Banbridge and Craigavon",12,176,0
2020-09-15,"Armagh City, Banbridge and Craigavon",15,204,1
2020-09-16,"Armagh City, Banbridge and Craigavon",20,248,0
2020-09-17,"Armagh City, Banbridge and Craigavon",33,220,0
2020-09-18,"Armagh City, Banbridge and Craigavon",18,153,0
2020-09-19,"Armagh City, Banbridge and Craigavon",8,139,1
2020-09-20,"Armagh City, Banbridge and Craigavon",16,138,0
2020-09-21,"Armagh City, Banbridge and Craigavon",14,172,0
2020-09-22,"Armagh City, Banbridge and Craigavon",17,183,0
2020-09-23,"Armagh City, Banbridge and Craigavon",6,140,0
2020-09-24,"Armagh City, Banbridge and Craigavon",19,135,0
